Frame Count,Start Time(in ms),End Time(in ms),Execution Time(in ms),Jitter(in ms)
382,1596870522452.477295,1596870522456.950928,4.473633,95.193848
383,1596870522457.143555,1596870522461.688965,4.545410,95.194580
384,1596870522461.908936,1596870522466.552979,4.644043,95.333740
385,1596870522466.753418,1596870522472.231201,5.477783,95.234619
386,1596870522472.558594,1596870522477.490479,4.931885,95.155518
387,1596870522477.776367,1596870522482.304688,4.528320,94.194824
388,1596870522482.521240,1596870522486.882812,4.361572,94.782227
389,1596870522487.108154,1596870522491.813965,4.705811,95.255127
390,1596870522492.069580,1596870522496.685547,4.615967,95.413086
391,1596870522496.932129,1596870522501.573486,4.641357,95.038574
392,1596870522501.844971,1596870522507.184814,5.339844,95.137451
393,1596870522507.531250,1596870522512.540039,5.008789,95.087158
394,1596870522512.712891,1596870522517.174072,4.461182,94.313721
395,1596870522517.379883,1596870522521.978516,4.598633,94.818359
396,1596870522522.169922,1596870522526.480957,4.311035,95.333008
397,1596870522526.693359,1596870522531.123779,4.430420,95.209961
398,1596870522531.331543,1596870522535.762451,4.430908,95.476562
399,1596870522536.002197,1596870522540.554932,4.552734,95.361816
400,1596870522540.818359,1596870522545.457764,4.639404,95.329346
401,1596870522617.235596,1596870522621.751709,4.516113,95.183838
402,1596870522718.037598,1596870522723.142578,5.104980,23.582764
403,1596870522817.885254,1596870522822.273682,4.388428,-0.802002
404,1596870522918.060303,1596870522922.494141,4.433838,0.152344
405,1596870523018.259766,1596870523022.689697,4.429932,-0.175049
406,1596870523118.515381,1596870523122.744629,4.229248,-0.199463
407,1596870523218.885742,1596870523223.322998,4.437256,-0.255615
408,1596870523319.203613,1596870523323.540771,4.337158,-0.370361
409,1596870523419.367432,1596870523423.769043,4.401611,-0.317871
410,1596870523519.886719,1596870523524.407227,4.520508,-0.163818
411,1596870523620.018799,1596870523624.386963,4.368164,-0.519287
412,1596870523720.311035,1596870523724.708984,4.397949,-0.132080
413,1596870523820.615723,1596870523824.999756,4.384033,-0.292236
414,1596870523920.855957,1596870523925.046631,4.190674,-0.304688
415,1596870524021.291260,1596870524026.290283,4.999023,-0.240234
416,1596870524121.539307,1596870524126.159912,4.620605,-0.435303
417,1596870524222.057129,1596870524226.391113,4.333984,-0.248047
418,1596870524322.234131,1596870524326.599121,4.364990,-0.517822
419,1596870524422.609131,1596870524426.929932,4.320801,-0.177002
420,1596870524522.842285,1596870524527.386719,4.544434,-0.375000
421,1596870524622.954346,1596870524627.281494,4.327148,-0.233154
422,1596870524723.420898,1596870524727.906738,4.485840,-0.112061
423,1596870524823.991699,1596870524828.509033,4.517334,-0.466553
424,1596870524923.942383,1596870524928.302246,4.359863,-0.570801
425,1596870525024.195801,1596870525028.657471,4.461670,0.049316
426,1596870525124.468018,1596870525128.903076,4.435059,-0.253418
427,1596870525224.803711,1596870525229.171631,4.367920,-0.272217
428,1596870525324.955566,1596870525329.241699,4.286133,-0.335693
429,1596870525425.330322,1596870525430.100342,4.770020,-0.151855
430,1596870525525.758057,1596870525530.240479,4.482422,-0.374756
431,1596870525626.081299,1596870525630.591553,4.510254,-0.427734
432,1596870525726.275879,1596870525730.754395,4.478516,-0.323242
433,1596870525828.059326,1596870525832.493164,4.433838,-0.194580
434,1596870525926.855957,1596870525931.235596,4.379639,-1.783447
435,1596870526027.132568,1596870526031.675781,4.543213,1.203369
436,1596870526127.286377,1596870526131.574707,4.288330,-0.276611
437,1596870526227.698730,1596870526233.094727,5.395996,-0.153809
438,1596870526328.057373,1596870526332.419922,4.362549,-0.412354
439,1596870526428.270752,1596870526432.838623,4.567871,-0.358643
440,1596870526528.707031,1596870526533.301025,4.593994,-0.213379
441,1596870526628.931885,1596870526633.423584,4.491699,-0.436279
442,1596870526729.308594,1596870526734.184814,4.876221,-0.224854
443,1596870526829.501709,1596870526834.237061,4.735352,-0.376709
444,1596870526929.997070,1596870526934.777832,4.780762,-0.193115
445,1596870527030.162354,1596870527034.895752,4.733398,-0.495361
446,1596870527130.404785,1596870527134.870361,4.465576,-0.165283
